latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
1.2302284,32.533543,1090.0,10800,Africa/Kampala,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),temperature_2m_mean (°C),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),relative_humidity_2m_max (%)
2018-06-11,27.7,17.5,0.10,22.1,11.8,896.1,93
2018-06-12,27.0,18.5,0.40,22.1,12.7,896.6,94
2018-06-13,26.8,17.5,0.70,21.4,11.6,896.4,93
2018-06-14,26.2,15.6,1.70,21.0,11.2,895.8,99
2018-06-15,27.5,15.1,0.20,21.6,9.0,895.3,100
2018-06-16,28.1,16.9,0.10,22.5,8.2,895.6,99
2018-06-17,29.0,18.3,0.00,23.1,11.5,894.9,95
2018-06-18,28.0,17.4,2.00,22.4,10.9,893.9,92
2018-06-19,25.5,17.8,4.20,21.2,10.4,895.3,95
2018-06-20,23.6,18.0,4.70,20.4,9.5,896.6,98
2018-06-21,24.9,16.2,5.10,20.0,11.6,897.1,100
2018-06-22,24.1,16.4,2.90,19.4,10.1,896.5,100
2018-06-23,25.8,16.1,0.90,20.5,7.2,895.9,100
2018-06-24,27.1,16.8,1.20,21.4,8.0,894.8,100
2018-06-25,25.1,17.0,16.00,20.5,7.4,894.2,100
2018-06-26,25.2,17.1,3.60,20.4,12.0,894.5,100
2018-06-27,25.4,16.5,3.90,20.4,10.6,894.5,100
2018-06-28,26.5,15.9,1.00,20.6,13.8,894.0,100
2018-06-29,26.1,15.4,0.80,20.4,10.4,892.9,100
2018-06-30,25.4,17.6,6.60,21.0,10.7,893.3,99
2018-07-01,25.4,17.3,17.10,21.0,9.2,893.5,99
2018-07-02,25.2,16.6,2.40,20.5,7.8,893.6,100
2018-07-03,26.8,16.9,0.90,21.0,13.1,894.1,100
2018-07-04,25.0,16.9,5.70,20.5,13.3,894.6,98
2018-07-05,24.7,17.5,8.10,20.3,13.4,896.0,99
2018-07-06,26.0,15.6,0.40,20.2,20.7,896.2,92
2018-07-07,25.5,15.7,1.20,20.4,15.9,895.9,86
2018-07-08,25.2,15.9,1.70,20.0,15.5,895.9,90
2018-07-09,26.9,17.0,0.40,21.0,12.8,896.3,91
2018-07-10,25.1,16.5,8.20,20.3,8.1,896.3,95
2018-07-11,25.5,17.2,7.70,20.1,8.0,896.5,97
2018-07-12,25.5,15.9,2.40,20.2,8.6,896.3,100
2018-07-13,26.2,16.2,4.00,20.6,13.0,895.7,99
2018-07-14,26.6,17.8,7.60,20.9,11.1,895.2,99
2018-07-15,26.1,16.2,3.20,20.7,9.9,895.1,100
2018-07-16,25.0,16.2,3.50,20.4,13.0,896.0,100
2018-07-17,27.4,14.6,0.00,20.6,16.3,896.1,93
2018-07-18,27.4,15.6,0.10,20.9,18.1,895.5,82
2018-07-19,27.1,17.0,0.00,21.2,16.3,895.2,84
2018-07-20,26.5,17.2,1.80,21.7,11.0,895.3,91
2018-07-21,27.4,17.5,0.20,22.2,10.4,895.4,93
2018-07-22,27.5,18.9,1.70,22.2,13.9,895.8,88
2018-07-23,26.6,18.2,0.60,21.9,17.5,895.6,90
2018-07-24,28.0,18.2,0.30,21.9,20.0,895.6,88
2018-07-25,27.9,16.9,1.10,21.6,10.0,895.1,84
2018-07-26,26.9,18.0,0.30,21.6,8.4,895.8,89
2018-07-27,26.8,17.1,0.50,21.4,11.4,896.6,95
2018-07-28,27.1,17.0,1.90,21.4,11.6,896.5,96
2018-07-29,27.4,15.6,0.80,21.7,8.7,895.4,100
2018-07-30,26.2,17.0,8.70,20.9,8.1,895.4,99
2018-07-31,28.3,17.0,0.70,21.9,11.6,894.5,100
2018-08-01,23.5,17.4,6.50,19.8,12.7,895.0,98
2018-08-02,27.4,16.5,0.30,21.7,8.2,895.0,99
2018-08-03,27.0,16.6,4.30,22.0,10.0,895.4,98
2018-08-04,27.4,17.1,0.10,21.7,9.2,895.3,97
2018-08-05,27.6,17.1,0.60,21.8,13.5,895.5,100
2018-08-06,27.0,16.7,3.60,21.2,10.0,895.8,97
2018-08-07,27.2,17.7,2.90,21.6,10.3,895.8,100
2018-08-08,27.3,16.9,1.60,21.4,10.1,895.3,97
2018-08-09,28.6,16.0,0.40,22.2,8.7,895.5,97
2018-08-10,28.1,18.3,0.30,22.6,10.8,896.1,96
2018-08-11,29.1,16.1,0.50,22.2,15.9,895.0,100
2018-08-12,29.2,17.6,0.20,22.7,14.0,895.8,100
2018-08-13,27.5,17.3,9.00,21.6,9.9,896.3,98
2018-08-14,27.5,17.0,0.50,21.8,11.3,895.8,91
2018-08-15,29.1,17.3,0.10,22.4,13.2,895.4,88
2018-08-16,29.1,17.0,0.00,22.5,13.4,895.7,91
2018-08-17,29.1,17.5,0.10,22.6,7.8,895.1,94
2018-08-18,27.1,18.0,2.90,22.0,9.4,894.2,94
2018-08-19,27.6,19.0,5.20,22.4,10.4,894.7,95
2018-08-20,27.5,18.8,2.80,21.7,10.8,894.9,97
2018-08-21,25.5,18.2,10.70,21.1,9.5,895.5,96
2018-08-22,27.1,17.5,0.20,21.8,8.9,895.8,98
2018-08-23,26.6,17.9,6.60,21.5,9.3,895.1,98
2018-08-24,25.4,18.1,13.50,20.4,10.3,895.4,98
2018-08-25,25.4,17.1,2.90,20.7,8.2,896.1,100
2018-08-26,27.5,16.5,1.30,21.3,9.7,895.1,100
2018-08-27,25.5,17.7,3.10,20.6,15.3,894.9,99
2018-08-28,28.1,17.6,14.40,20.7,12.7,894.7,100
2018-08-29,25.6,17.4,12.40,20.2,8.4,894.9,99
2018-08-30,25.4,17.1,12.00,20.7,9.4,893.8,100
2018-08-31,25.5,18.0,10.40,21.0,11.2,893.2,99
2018-09-01,26.6,17.2,1.00,21.6,10.7,893.6,99
2018-09-02,27.0,18.2,5.00,22.0,12.0,893.4,99
2018-09-03,25.0,18.4,19.70,21.0,9.8,893.1,98
2018-09-04,27.2,17.3,1.80,21.6,10.1,894.2,98
2018-09-05,27.2,18.0,1.00,21.8,9.7,894.7,98
2018-09-06,26.1,17.2,5.60,21.5,8.9,893.8,100
2018-09-07,28.1,16.6,1.20,21.8,8.4,892.9,97
2018-09-08,28.4,17.6,0.00,22.5,11.4,893.3,99
2018-09-09,28.7,17.9,0.00,22.7,9.2,893.9,97
2018-09-10,28.1,18.3,1.90,22.6,11.6,893.8,94
2018-09-11,27.0,18.5,4.10,22.0,9.5,894.0,97
2018-09-12,24.9,18.8,9.50,21.0,9.7,894.5,98
2018-09-13,27.9,17.2,0.10,21.9,9.9,894.1,98
2018-09-14,27.8,17.2,3.30,22.2,8.7,894.3,97
2018-09-15,27.5,17.1,5.90,22.3,10.7,893.8,97
2018-09-16,29.1,18.0,0.00,23.4,12.2,893.4,95
2018-09-17,29.5,17.9,0.00,23.0,13.4,892.9,98
2018-09-18,29.2,17.8,0.50,23.1,10.6,892.8,100
2018-09-19,28.9,19.4,2.90,23.2,11.5,893.8,97
2018-09-20,29.3,17.8,0.10,23.0,12.4,893.6,99
2018-09-21,28.6,17.4,0.80,22.8,12.7,893.2,97
2018-09-22,30.0,18.3,0.10,23.5,14.8,893.0,96
2018-09-23,30.0,19.1,0.00,23.8,11.5,893.2,89
2018-09-24,30.2,18.4,0.50,23.4,15.7,893.0,95
2018-09-25,29.0,18.3,0.50,23.2,9.3,893.9,98
2018-09-26,28.8,18.7,1.90,23.7,11.2,893.6,90
2018-09-27,29.0,17.8,2.50,22.9,12.0,892.4,98
2018-09-28,30.6,18.5,2.30,23.8,18.3,892.4,98
2018-09-29,28.5,18.8,6.70,22.9,11.8,893.3,98
2018-09-30,27.7,19.0,7.80,22.4,13.8,893.7,100
2018-10-01,29.7,19.4,1.30,23.0,12.6,893.0,96
2018-10-02,29.2,18.2,0.10,23.3,10.6,893.2,93
2018-10-03,29.9,19.5,1.60,23.9,12.2,893.7,94
2018-10-04,30.1,18.3,1.30,23.9,14.6,894.0,95
2018-10-05,30.3,19.5,0.60,24.1,12.8,894.0,91
2018-10-06,30.3,19.1,0.20,23.8,14.0,894.0,96
2018-10-07,29.8,18.6,0.50,23.7,10.9,893.2,91
2018-10-08,29.1,18.9,4.30,23.4,14.0,893.6,98
2018-10-09,28.3,19.6,7.10,22.8,14.5,892.5,96
2018-10-10,27.1,19.3,12.80,21.6,10.4,893.3,98
2018-10-11,26.6,18.5,7.20,21.6,9.7,894.0,99
2018-10-12,26.1,18.9,4.90,21.9,12.1,893.7,96
2018-10-13,28.2,18.2,2.30,22.7,10.3,893.6,99
2018-10-14,26.4,18.9,12.00,21.7,9.3,894.3,98
2018-10-15,26.8,18.5,4.20,21.9,6.7,894.8,99
2018-10-16,27.4,18.1,0.70,22.5,9.2,894.5,100
2018-10-17,27.6,18.9,4.40,22.7,8.2,893.1,97
2018-10-18,27.1,18.3,5.10,21.6,10.5,892.4,100
2018-10-19,24.8,18.8,13.30,20.9,9.6,894.0,97
2018-10-20,25.9,18.2,5.20,21.0,8.3,894.1,99
2018-10-21,28.7,17.3,0.30,22.1,12.8,893.0,95
2018-10-22,28.7,17.0,2.90,22.6,11.8,892.9,98
2018-10-23,28.7,17.3,1.30,22.5,11.8,894.0,95
2018-10-24,28.1,19.1,1.20,23.1,11.3,894.2,90
2018-10-25,27.3,18.4,9.80,22.4,10.4,894.0,96
2018-10-26,28.5,19.3,2.80,22.5,9.0,894.8,94
2018-10-27,26.6,18.7,6.70,22.2,10.9,895.3,100
2018-10-28,25.9,19.4,16.30,21.8,8.0,894.7,99
2018-10-29,26.4,17.4,6.10,21.6,10.5,893.3,100
2018-10-30,28.5,18.4,1.70,23.0,13.9,892.8,99
2018-10-31,27.8,18.5,0.90,22.6,11.2,892.3,99
2018-11-01,26.7,18.4,1.00,22.1,10.7,893.0,92
2018-11-02,28.2,17.9,5.10,22.4,8.8,892.8,96
2018-11-03,25.5,18.7,35.80,21.5,8.9,893.1,99
2018-11-04,27.1,18.1,40.10,21.3,8.7,893.5,99
2018-11-05,27.4,18.4,5.20,22.5,10.5,892.9,99
2018-11-06,29.1,18.2,0.10,23.1,11.0,892.5,97
2018-11-07,29.4,18.6,2.70,23.3,9.3,893.3,98
2018-11-08,29.3,19.9,0.00,23.9,9.6,893.7,94
2018-11-09,28.8,18.2,2.00,22.6,12.0,893.5,95
2018-11-10,25.5,19.0,8.40,21.6,7.8,893.8,97
2018-11-11,27.4,18.6,4.00,22.6,12.0,894.7,97
2018-11-12,29.4,17.9,0.20,22.8,10.4,893.2,99
2018-11-13,28.1,19.0,6.30,22.8,8.0,892.4,98
2018-11-14,29.8,18.2,0.50,23.6,10.0,891.1,98
2018-11-15,28.0,19.3,14.60,22.9,10.9,892.4,92
2018-11-16,26.8,19.5,1.30,22.7,10.4,894.0,98
2018-11-17,28.3,18.9,3.90,23.1,9.7,894.6,97
2018-11-18,28.5,18.9,0.70,23.4,13.6,894.4,97
2018-11-19,29.0,18.2,0.10,23.3,12.4,893.8,100
2018-11-20,28.4,18.9,8.90,22.6,11.7,893.4,100
2018-11-21,29.6,17.2,0.00,23.0,14.1,893.1,99
2018-11-22,29.1,17.5,0.00,22.6,11.7,893.0,98
2018-11-23,28.8,18.6,0.30,23.0,14.0,893.4,96
2018-11-24,30.6,17.0,0.00,23.2,13.8,893.3,94
2018-11-25,28.8,18.0,0.40,23.0,12.3,893.6,98
2018-11-26,29.5,18.5,0.50,23.2,10.1,892.5,99
2018-11-27,30.1,18.2,0.00,23.6,9.5,892.6,98
2018-11-28,29.5,18.9,0.00,24.1,15.3,892.6,93
2018-11-29,30.6,20.1,0.20,24.9,13.4,892.3,84
2018-11-30,31.4,21.1,0.00,25.6,15.1,891.9,71
2018-12-01,30.6,20.3,0.00,25.2,15.9,891.9,81
2018-12-02,29.9,18.3,1.50,23.5,9.3,891.8,94
2018-12-03,29.9,19.8,1.80,23.9,14.7,892.1,95
2018-12-04,29.8,19.2,6.30,22.1,11.4,893.1,98
2018-12-05,28.6,19.0,1.40,22.5,12.2,893.5,100
2018-12-06,28.3,17.6,0.40,22.5,10.9,893.1,98
2018-12-07,29.8,17.6,0.00,23.4,8.3,891.3,100
2018-12-08,29.5,20.0,0.10,24.6,14.1,892.9,88
2018-12-09,25.5,18.4,6.80,21.6,11.8,895.2,92
2018-12-10,27.4,18.8,6.20,22.2,10.2,896.1,91
2018-12-11,24.0,18.7,6.40,20.5,8.2,896.5,98
2018-12-12,27.4,16.6,0.20,21.3,8.4,896.4,99
2018-12-13,28.6,18.3,0.20,22.6,8.0,896.2,94
2018-12-14,27.0,17.9,4.40,22.0,8.0,895.8,100
2018-12-15,28.6,18.6,3.80,22.6,13.4,895.4,97
2018-12-16,28.2,17.5,0.40,22.4,9.0,895.2,100
2018-12-17,29.5,16.9,0.00,22.9,14.5,894.5,100
2018-12-18,29.6,18.1,0.00,23.5,12.1,894.2,82
2018-12-19,30.1,18.1,0.00,23.9,12.0,894.0,89
2018-12-20,29.2,18.8,0.60,23.8,12.9,893.8,93
2018-12-21,30.2,17.6,0.00,23.9,13.5,893.1,99
2018-12-22,30.9,18.0,0.00,23.9,16.6,892.1,84
2018-12-23,28.7,18.8,3.60,23.3,12.6,892.6,93
2018-12-24,29.9,19.6,0.20,24.2,14.8,892.8,88
2018-12-25,30.5,16.9,0.00,23.5,15.1,893.1,98
2018-12-26,31.5,16.4,0.20,23.4,13.7,893.0,100
2018-12-27,31.5,17.6,0.00,23.6,15.5,893.3,100
2018-12-28,30.6,19.4,0.00,24.6,14.6,893.4,94
2018-12-29,30.1,18.1,1.30,23.8,13.1,893.7,96
2018-12-30,30.1,18.9,0.50,24.1,13.8,894.2,92
2018-12-31,30.5,19.8,0.20,24.4,14.0,894.2,93
2019-01-01,30.5,18.4,0.00,24.1,12.6,895.1,96
2019-01-02,31.0,17.4,0.00,24.0,12.0,894.9,100
2019-01-03,31.9,18.9,0.00,25.4,16.4,894.2,96
2019-01-04,30.9,20.6,0.60,25.2,20.3,894.1,89
2019-01-05,32.3,19.4,0.00,26.1,20.3,894.0,96
2019-01-06,32.8,19.6,0.00,26.1,15.6,893.4,80
2019-01-07,32.8,19.9,0.00,26.3,12.9,892.9,84
2019-01-08,31.1,18.5,0.00,24.9,13.7,893.2,84
2019-01-09,32.2,17.9,0.00,25.0,15.7,893.0,96
2019-01-10,32.2,19.5,0.00,25.2,16.9,892.9,95
2019-01-11,33.9,19.0,0.00,26.0,16.9,892.5,93
2019-01-12,33.7,20.1,0.00,26.9,21.5,892.3,67
2019-01-13,33.5,20.7,0.00,26.9,18.1,892.6,52
2019-01-14,33.4,18.9,0.00,25.9,12.1,893.4,82
2019-01-15,32.0,20.5,0.10,25.9,15.1,894.4,79
2019-01-16,28.9,20.4,2.30,23.4,20.1,895.1,87
2019-01-17,31.1,18.5,0.00,24.2,14.5,894.2,97
2019-01-18,29.5,18.9,0.90,23.7,10.5,893.7,96
2019-01-19,30.2,17.9,0.00,23.7,12.3,893.7,86
2019-01-20,31.5,18.0,0.00,24.0,16.9,894.4,97
2019-01-21,30.5,19.8,1.00,24.1,13.0,895.2,90
2019-01-22,31.8,17.5,0.00,24.4,14.4,893.4,98
2019-01-23,31.5,18.9,0.10,24.4,12.3,893.2,97
2019-01-24,31.0,18.6,0.50,24.0,12.8,893.7,98
2019-01-25,31.2,18.2,0.20,24.2,15.6,893.8,97
2019-01-26,30.9,19.3,0.30,24.5,14.7,894.0,94
2019-01-27,33.2,17.5,0.00,24.8,13.2,893.1,97
2019-01-28,34.0,17.6,0.00,25.4,16.3,892.6,99
2019-01-29,33.3,18.1,0.00,25.4,16.9,892.5,93
2019-01-30,33.8,17.3,0.00,25.5,14.8,892.9,84
2019-01-31,33.5,17.2,0.00,25.2,16.9,892.8,95
2019-02-01,34.3,18.3,0.00,26.3,14.8,893.0,73
2019-02-02,34.2,17.8,0.00,25.9,15.3,892.4,94
2019-02-03,34.8,18.3,0.00,26.0,15.1,891.9,82
2019-02-04,35.1,18.5,0.00,26.5,18.5,891.6,91
2019-02-05,34.4,19.5,0.00,26.4,15.6,892.2,89
2019-02-06,34.0,20.4,0.00,26.3,12.5,892.9,89
2019-02-07,31.0,19.8,0.90,25.2,13.6,893.3,92
2019-02-08,33.5,19.5,0.30,26.1,13.0,892.7,95
2019-02-09,34.0,19.8,0.00,26.9,18.8,891.7,91
2019-02-10,34.5,22.4,0.00,28.6,15.8,892.2,66
2019-02-11,34.2,22.2,0.10,27.2,15.5,892.8,78
2019-02-12,33.5,20.2,0.00,26.3,13.2,892.0,95
2019-02-13,35.1,20.5,0.00,27.5,18.4,893.1,80
2019-02-14,33.7,22.9,0.00,27.7,17.6,894.7,53
2019-02-15,32.4,22.2,0.00,27.1,13.6,895.2,57
2019-02-16,33.2,20.9,0.00,27.1,16.4,895.1,71
2019-02-17,33.0,20.7,0.00,26.9,17.9,894.3,72
2019-02-18,33.5,19.8,0.00,26.7,17.6,893.3,76
2019-02-19,33.4,20.0,0.00,26.7,13.2,892.3,68
2019-02-20,31.1,19.6,6.30,24.8,16.3,892.6,89
2019-02-21,29.8,20.6,1.60,24.5,14.8,893.7,82
2019-02-22,30.8,20.0,0.00,25.1,17.2,894.1,87
2019-02-23,31.6,19.4,7.30,23.6,14.2,894.2,95
2019-02-24,29.1,18.5,3.00,22.8,11.5,894.3,99
2019-02-25,31.0,18.2,0.80,24.1,8.4,893.8,98
2019-02-26,33.0,18.0,0.00,25.1,21.3,892.0,95
2019-02-27,33.7,18.1,0.00,25.5,15.4,891.6,94
2019-02-28,32.8,17.6,0.00,24.8,16.5,892.0,93
2019-03-01,33.2,19.5,0.00,25.8,15.2,893.3,90
2019-03-02,31.9,19.8,0.00,25.1,15.1,894.7,87
2019-03-03,32.7,18.6,0.00,25.5,15.3,894.2,95
2019-03-04,31.8,20.7,6.00,24.5,10.9,893.9,90
2019-03-05,32.2,18.5,2.30,24.4,18.0,893.8,98
2019-03-06,31.8,19.5,0.10,25.6,14.1,894.7,88
2019-03-07,31.5,19.0,0.30,25.1,13.7,894.6,90
2019-03-08,31.5,20.7,0.20,26.0,15.7,893.9,75
2019-03-09,34.0,19.9,0.00,26.5,19.2,893.7,82
2019-03-10,33.7,20.0,0.00,26.5,16.5,893.9,86
2019-03-11,33.3,19.4,0.00,26.0,17.6,894.1,94
2019-03-12,33.8,18.8,0.00,26.2,12.3,893.3,87
2019-03-13,32.6,20.6,0.20,25.5,16.8,893.9,86
2019-03-14,32.2,19.1,0.00,25.2,11.8,893.4,90
2019-03-15,33.0,19.5,0.00,26.1,13.4,892.4,90
2019-03-16,33.8,19.8,0.00,26.8,18.6,892.6,89
2019-03-17,33.8,21.8,0.00,27.5,19.4,893.2,70
2019-03-18,33.5,20.2,0.40,25.7,17.9,893.3,89
2019-03-19,34.7,18.9,0.00,26.6,13.8,891.8,97
2019-03-20,34.8,19.2,0.00,27.2,18.3,891.3,88
2019-03-21,34.9,20.0,0.00,27.2,17.9,891.8,78
2019-03-22,34.2,20.1,0.00,27.1,12.9,892.2,95
2019-03-23,35.5,21.3,0.00,28.1,14.1,891.1,83
2019-03-24,36.7,19.9,0.00,27.9,18.2,890.7,81
2019-03-25,33.8,20.1,0.00,27.0,13.0,892.0,89
2019-03-26,34.1,20.6,0.10,26.6,13.4,894.3,85
2019-03-27,31.1,20.1,10.10,24.2,11.3,895.7,94
2019-03-28,29.3,20.2,3.10,23.7,10.8,896.2,98
2019-03-29,31.8,18.9,0.20,25.0,15.9,894.2,98
2019-03-30,30.5,19.8,1.40,24.3,17.3,893.6,88
2019-03-31,32.0,20.5,0.00,25.3,13.6,893.5,91
2019-04-01,31.9,19.9,0.70,25.1,11.3,893.5,92
2019-04-02,29.9,19.5,2.00,24.2,14.3,893.9,95
2019-04-03,31.8,19.2,0.40,24.8,15.2,893.2,94
2019-04-04,31.5,19.9,1.40,24.8,14.3,892.6,96
2019-04-05,33.0,19.9,0.70,25.7,13.0,892.9,95
2019-04-06,33.2,20.1,0.20,26.2,12.1,892.4,94
2019-04-07,33.8,20.1,0.00,26.6,11.0,892.8,93
2019-04-08,34.5,20.0,0.00,26.7,14.5,892.6,93
2019-04-09,27.0,20.8,2.00,23.8,14.1,893.3,85
2019-04-10,29.8,18.8,6.50,23.1,10.5,893.5,97
2019-04-11,29.1,19.0,8.30,23.7,10.9,892.7,99
2019-04-12,28.9,19.6,4.20,23.9,11.9,892.5,94
2019-04-13,29.0,20.1,2.30,24.0,9.7,893.2,95
2019-04-14,30.3,19.5,0.60,24.4,10.8,893.0,98
2019-04-15,27.5,19.5,4.90,23.4,11.4,893.8,93
2019-04-16,29.9,19.7,3.70,23.9,13.0,894.3,95
2019-04-17,30.2,19.1,0.30,24.3,9.7,894.2,97
2019-04-18,31.0,19.0,0.10,24.9,11.8,893.8,93
2019-04-19,31.7,18.6,0.20,25.1,11.8,892.8,98
2019-04-20,32.5,20.8,0.00,26.2,8.4,892.9,90
2019-04-21,32.5,20.2,6.00,25.7,11.1,892.2,93
2019-04-22,27.9,19.5,28.40,22.9,12.3,893.4,98
2019-04-23,27.7,18.9,1.60,23.0,8.6,894.6,98
2019-04-24,31.2,19.5,0.40,24.3,12.2,894.1,93
2019-04-25,30.7,19.8,4.20,24.5,9.8,893.9,93
2019-04-26,25.8,19.8,27.40,22.1,10.0,894.2,99
2019-04-27,27.4,19.1,0.90,22.6,12.1,894.8,97
2019-04-28,26.2,19.8,2.80,22.2,9.7,894.4,96
2019-04-29,28.7,19.2,2.40,23.5,13.5,893.8,91
2019-04-30,27.5,18.9,8.30,22.9,11.9,894.4,99
2019-05-01,28.1,19.0,1.30,23.3,8.6,894.4,99
2019-05-02,29.5,18.8,0.50,23.6,10.3,894.6,100
2019-05-03,28.5,19.8,3.10,23.7,14.1,894.2,96
2019-05-04,28.4,20.5,1.20,24.0,14.2,893.3,95
2019-05-05,29.0,20.2,2.70,23.9,17.8,893.9,94
2019-05-06,30.6,19.8,0.90,24.4,14.2,894.4,96
2019-05-07,28.8,20.5,1.40,24.0,16.3,894.8,91
2019-05-08,25.9,19.6,11.70,22.4,12.0,894.7,97
2019-05-09,27.4,19.0,0.90,22.5,8.2,893.6,99
2019-05-10,27.5,19.3,9.80,22.6,14.2,893.1,97
2019-05-11,25.8,19.2,8.60,22.0,13.7,893.8,98
2019-05-12,25.7,19.0,7.70,22.0,8.1,894.2,99
2019-05-13,26.0,18.6,10.30,21.6,10.8,893.7,100
2019-05-14,27.5,18.0,2.30,22.2,6.3,893.2,100
2019-05-15,27.8,18.9,0.60,22.9,8.0,893.8,98
2019-05-16,28.5,18.7,0.50,23.4,8.2,893.8,98
2019-05-17,28.9,19.5,2.10,23.1,9.1,893.6,95
2019-05-18,27.7,18.8,10.20,22.2,10.7,893.8,100
2019-05-19,26.7,18.5,6.70,21.7,16.2,894.3,98
2019-05-20,26.2,18.1,5.20,21.1,9.4,895.3,99
2019-05-21,28.1,19.1,1.40,22.9,7.6,894.6,100
2019-05-22,26.5,19.0,11.10,22.0,9.1,893.8,97
2019-05-23,26.4,19.0,6.90,22.2,13.6,894.4,96
2019-05-24,24.8,18.5,10.80,21.1,12.2,895.0,98
2019-05-25,26.7,17.8,5.50,21.4,11.5,894.6,100
2019-05-26,26.5,18.5,7.80,21.8,9.4,893.4,98
2019-05-27,25.9,18.5,9.40,21.6,13.0,893.4,98
2019-05-28,26.1,17.8,8.10,21.3,9.0,893.9,100
2019-05-29,26.1,17.6,8.40,21.6,7.4,894.2,100
2019-05-30,27.5,17.9,1.50,22.2,10.8,893.6,98
2019-05-31,27.0,17.7,0.40,22.2,10.5,893.2,100
2019-06-01,26.0,19.2,3.80,22.2,8.4,893.8,98
2019-06-02,26.7,18.5,19.10,22.2,8.6,894.0,100
2019-06-03,25.7,19.0,26.60,21.1,8.0,894.8,98
2019-06-04,27.0,18.1,2.70,21.2,11.0,894.9,100
2019-06-05,27.5,17.4,0.00,22.1,4.8,894.3,100
2019-06-06,26.7,19.1,7.60,22.2,8.9,894.5,98
2019-06-07,27.0,18.6,10.10,21.8,8.6,895.4,99
2019-06-08,24.7,18.1,16.10,21.1,10.1,896.5,98
2019-06-09,24.9,18.9,3.40,21.0,9.7,896.6,99
2019-06-10,25.9,18.1,4.00,21.1,14.0,895.6,100
2019-06-11,25.5,18.1,8.30,21.2,10.2,895.5,96
2019-06-12,27.2,18.1,0.00,21.9,11.7,895.9,98
2019-06-13,27.2,18.3,4.10,21.6,10.6,896.0,98
2019-06-14,26.5,18.2,4.20,21.5,12.3,895.7,100
2019-06-15,26.5,17.5,3.40,21.3,10.7,895.6,100
2019-06-16,26.8,17.5,4.40,21.1,12.3,896.0,98
2019-06-17,26.9,17.7,4.10,21.3,17.2,896.7,100
2019-06-18,26.9,16.9,0.10,21.7,7.6,897.0,96
2019-06-19,27.7,17.5,0.50,22.1,7.3,896.5,100
2019-06-20,28.1,17.6,0.20,22.5,7.4,895.6,100
2019-06-21,27.4,18.1,6.10,22.0,8.7,895.2,99
2019-06-22,24.8,18.3,4.20,21.3,14.8,895.6,99
2019-06-23,27.1,17.3,1.00,21.5,6.5,894.9,100
2019-06-24,26.8,17.9,1.20,22.0,9.8,894.6,98
2019-06-25,26.8,18.5,7.80,21.6,7.2,894.3,100
2019-06-26,25.5,18.4,1.60,21.2,10.0,895.6,100
2019-06-27,26.8,17.9,4.50,21.7,10.8,895.8,100
2019-06-28,24.2,18.0,10.20,20.7,7.6,895.7,98
2019-06-29,27.2,17.7,2.30,21.4,10.4,895.5,100
2019-06-30,24.7,17.4,9.20,20.4,10.1,896.1,100
2019-07-01,27.4,17.5,0.30,21.6,10.7,895.0,100
2019-07-02,28.1,17.1,3.60,21.8,8.7,893.8,100
2019-07-03,27.9,17.5,1.40,22.1,6.9,893.9,98
2019-07-04,26.7,19.2,2.60,22.3,9.8,894.7,96
2019-07-05,28.6,18.0,0.10,22.8,8.8,894.4,100
2019-07-06,27.6,17.7,2.60,21.9,8.5,893.7,100
2019-07-07,26.1,18.1,7.70,21.3,14.7,894.4,100
2019-07-08,26.0,17.5,6.00,21.2,7.6,895.7,100
2019-07-09,26.4,18.2,2.70,21.8,9.9,895.7,98
2019-07-10,26.3,18.4,2.60,21.5,11.3,895.0,98
2019-07-11,25.2,16.6,7.70,20.7,16.6,894.1,100
2019-07-12,25.4,19.3,8.00,21.2,12.4,895.8,98
2019-07-13,24.1,17.6,10.20,20.3,10.1,897.1,98
2019-07-14,27.4,15.2,0.00,21.1,10.0,895.2,100
2019-07-15,26.4,17.3,5.50,20.9,10.7,894.6,98
2019-07-16,25.7,17.7,6.90,20.7,10.5,895.7,100
2019-07-17,26.9,16.5,0.70,20.8,16.3,896.0,100
2019-07-18,27.4,16.7,0.30,21.6,9.8,895.1,99
2019-07-19,27.6,17.0,0.30,21.8,10.8,894.4,97
2019-07-20,27.1,17.1,1.70,21.6,7.9,894.4,98
2019-07-21,25.4,17.9,7.20,20.7,11.6,895.3,97
2019-07-22,25.8,18.0,8.20,20.8,9.5,895.3,98
2019-07-23,26.1,18.1,1.90,21.7,10.6,894.9,98
2019-07-24,27.5,17.8,6.80,21.1,12.0,894.6,98
2019-07-25,28.1,17.3,2.20,22.0,11.1,894.3,99
2019-07-26,28.1,17.5,0.80,22.3,10.8,893.8,98
2019-07-27,27.4,19.0,8.50,22.1,10.2,893.8,95
2019-07-28,26.1,18.1,1.50,21.7,11.3,894.6,98
2019-07-29,27.6,17.4,6.80,21.4,11.2,894.7,99
2019-07-30,26.2,17.6,6.10,21.1,9.0,894.7,100
2019-07-31,23.9,18.1,4.70,20.5,8.0,895.1,98
2019-08-01,27.2,17.5,3.70,20.8,15.8,894.9,100
2019-08-02,27.6,17.5,8.40,21.8,7.0,894.6,99
2019-08-03,27.2,18.0,6.80,21.7,12.0,895.2,98
